watersysteem_id;locatie_naam;locatie_code;locatie_omschrijving;geometry
Markermeer;Warder;warder;Warder;c(5.032915, 52.565916)
Markermeer;Muiderberg;muiderberg;Muiderberg;c(5.12281, 52.329204)
Markermeer;Recreatiegebied Uiterdijk Schellinkhout;recreatiegebieduiterdijkschellinkhout;Recreatiegebied Uiterdijk Schellinkhout;c(5.120501, 52.63273)
Markermeer;Strand Schardam;strandschardam;Strand Schardam;c(5.021697, 52.593706)
Markermeer;Uitdam, strand;uitdam.strand;Uitdam, strand;c(5.07342, 52.424191)
Markermeer;Edam, badstrand;edam.badstrand;Edam, badstrand;c(5.071123, 52.51937)
Markermeer;IJburg, strand;ijburg.strand;IJburg, strand;c(5.014379, 52.355846)
Markermeer;Marken, strand;marken.strand;Marken, strand;c(5.098652, 52.457275)
Markermeer;Schellinkhouterdijk, Hoorn;schellinkhouterdijk.hoorn;Schellinkhouterdijk, Hoorn;c(5.077931, 52.641219)
Markermeer;Amsterdam, Strand Diemerpark;amsterdam.stranddiemerpark;Amsterdam, Strand Diemerpark;c(4.986986, 52.354645)
Markermeer;Volendam, strand Pieterman;volendam.strandpieterman;Volendam, strand Pieterman;c(5.061104, 52.487456)
Markermeer;Broekerhaven, recreatiepark;broekerhaven.recreatiepark;Broekerhaven, recreatiepark;c(5.256973, 52.686781)
Markermeer;Almeerderstrand;almeerderstrand;Almeerderstrand;c(5.138603, 52.33544)
Markermeer;Slobbeland, Volendam;slobbeland.volendam;Slobbeland, Volendam;c(5.0721, 52.491908)
Markermeer;Waterlandstrand Hemmeland Monnickendam;waterlandstrandhemmelandmonnickendam;Waterlandstrand Hemmeland Monnickendam;c(5.048647, 52.455111)
Markermeer;Hoorn zuid;hoorn.zuid;Hoorn zuid;c(5.04146, 52.63694)
Markermeer;Marker Wadden;markerwadden;Marker Wadden;c(5.424086, 52.577582)
Markermeer;Hoorn-Noord;hoorn.noord;Hoorn-Noord;c(5.0469, 52.6402)
Markermeer;Pampus, oost;pampus.oost;Pampus, oost;c(5.087658, 52.366482)
Markermeer;Markermeer, midden;markermeer.midden;Markermeer, midden;c(5.23124, 52.5317)
Markermeer;Marken Gouwzee;markengouwzee;Marken Gouwzee;c(5.085581, 52.46037)
Markermeer;Lelystad, haven;lelystad.haven;Lelystad, haven;c(5.376159, 52.505689)
Markermeer;Hoornsche Hop;hoornschehop;Hoornsche Hop;c(5.062389, 52.613093)
Markermeer;Markermeer Trintelzand;markermeer.trintelzand;Markermeer Trintelzand;c(5.37297, 52.62412)
Markermeer;Edam;edam;Edam;c(5.06988, 52.516051)
Markermeer;Almere, Hollandse brug;almere.hollandsebrug;Almere, Hollandse brug;c(5.1376, 52.3265)
Markermeer;Lelystad, Houtribsluis, zuid;lelystad.houtribsluis.zuid;Lelystad, Houtribsluis, zuid;c(5.433916, 52.526351)
Markermeer;Krabbersgat, Markermeer;krabbersgat.markermeer;voorheen, zuid;c(5.279974, 52.691226)
Markkanaal;Oosterhout, Marksluis, beneden;oosterhout.marksluis.beneden;Oosterhout, Marksluis, beneden;c(4.830861, 51.647889)
Maximakanaal;Rosmalen, Hintham, beneden;rosmalen.hintham.beneden;Rosmalen, Hintham, beneden;c(5.358111, 51.700278)
Maximakanaal;Rosmalen Hinthamsluis beneden;rosmalen.hinthamsluis.beneden;Rosmalen Hinthamsluis beneden;c(5.358111, 51.700277)
Maximakanaal;Empel beneden;shertogenbosch.empel.maas;km 215,40;c(5.332889, 51.740083)
Maximakanaal;Empel, kanaal;shertogenbosch.empel.kanaal;Empel, kanaal;c(5.333972, 51.738528)
Maximakanaal;Rosmalen Hinthamsluis boven;rosmalen.hinthamsluis.boven;Rosmalen Hinthamsluis boven;c(5.359194, 51.697111)
Maximakanaal;Rosmalen, Hintham, boven;rosmalen.hintham.boven;Rosmalen, Hintham, boven;c(5.359169, 51.696961)
Meppelerdiep;Zwartsluis gemaal pomp1;zwartsluis.gemaal.pomp1;vh pomp oost;c(6.079753, 52.637761)
Meppelerdiep;Zwartsluis gemaal pomp2;zwartsluis.gemaal.pomp2;vh pomp midden;c(6.079606, 52.637807)
Meppelerdiep;Zwartsluis gemaal pomp3;zwartsluis.gemaal.pomp3;vh pomp west;c(6.079459, 52.637852)
Meppelerdiep;Zwartsluis, Meppelerdiep;zwartsluis.meppelerdiep;km 2.5;c(6.092924, 52.652215)
Westerschelde;Vlissingen, Nolle badstrand;vlissingen.nollebadstrand;Vlissingen, Nolle badstrand;c(3.549845, 51.450223)
Westerschelde;Breskens, Nieuwesluis, badstrand;breskens.nieuwesluis.badstrand;Breskens, Nieuwesluis, badstrand;c(3.500878, 51.404029)
Westerschelde;Breskens, Fort Frederik Hendrik;breskens.fortfrederikhendrik;Breskens, Fort Frederik Hendrik;c(3.536431, 51.406038)
Westerschelde;Cadzand, badstrand;cadzand.badstrand;Cadzand, badstrand;c(3.389726, 51.380518)
Westerschelde;het Zwin Duinlaan badstrand;hetzwinduinlaanbadstrand;het Zwin Duinlaan badstrand;c(3.370986, 51.373156)
Westerschelde;Nieuwvliet-Bad, oost, badstrand;nieuwvlietbad.oost.badstrand;Nieuwvliet-Bad, oost, badstrand;c(3.454546, 51.393569)
Westerschelde;Perkpolder, badstrand;perkpolder.badstrand;Perkpolder, badstrand;c(4.016338, 51.401619)
Westerschelde;Westkapelle, Erika badstrand;westkapelle.erikabadstrand;Westkapelle, Erika badstrand;c(3.437903, 51.52402)
Westerschelde;Borssele, badstrand;borssele.badstrand;Borssele, badstrand;c(3.715151, 51.427267)
Westerschelde;Zoutelande, Smidshoekje, badstrand;zoutelande.smidshoekje.badstrand;Zoutelande, Smidshoekje, badstrand;c(3.482188, 51.499037)
Westerschelde;Ritthem, Fort Rammekens, badstrand;ritthem.fortrammekens.badstrand;Ritthem, Fort Rammekens, badstrand;c(3.656545, 51.451945)
Westerschelde;Breskens, badstrand;breskens.badstrand;Breskens, badstrand;c(3.567371, 51.40051)
Westerschelde;Terneuzen, boei 20;terneuzen.boei20;Terneuzen, boei 20;c(3.825487, 51.346537)
Westerschelde;Vlissingen, boei SSVH;vlissingen.boeissvh;Vlissingen, boei SSVH;c(3.565619, 51.411991)
Westerschelde;Hansweert, geul;hansweert.geul;Hansweert, geul;c(4.014149, 51.436114)
Westerschelde;Baarland, badstrand;baarland.badstrand;Baarland, badstrand;c(3.898086, 51.394415)
Westerschelde;Zoutelande, Dishoek, badstrand;zoutelande.dishoek.badstrand;Zoutelande, Dishoek, badstrand;c(3.516144, 51.471984)
Westerschelde;Pas van Terneuzen;pasvanterneuzen;Pas van Terneuzen;c(3.775405, 51.366352)
Westerschelde;Hansweert, 2 overloop;hansweert.2overloop;Westerschelde, Overloop van Hansweert;c(3.917083, 51.375167)
Westerschelde;Rilland, Bath;rilland.bath;Rilland, Bath;c(4.21014, 51.39878)
Westerschelde;Valkenisse, overloop, nabij boei 65A;valkenisse.overloop.nabijboei65a;Westerschelde;c(4.136923, 51.370585)
Westerschelde;Hansweert;hansweert;Hansweert;c(3.99744, 51.44567)
Westerschelde;Honte, Kaloot;honte.kaloot;Honte, Kaloot;c(3.708643, 51.42747)
Westerschelde;Wielingen, noord;wielingen.noord;Wielingen, noord;c(3.415364, 51.432512)
Westerschelde;Kloosterzande, Baalhoek;kloosterzande.baalhoek;Kloosterzande, Baalhoek;c(4.10258, 51.366086)
Westerschelde;Ossenisse;ossenisse;vh Overloop van Hansweert;c(3.966769, 51.407884)
Westerschelde;Terneuzen, westsluis, buiten;terneuzen.westsluis.buiten;Terneuzen, westsluis, buiten;c(3.812564, 51.337472)
Westerschelde;Vlissingen Honte;vlissingen.honte;Vlissingen Honte;c(3.69231, 51.4363)
Westerschelde;Cadzand, 2;cadzand.2;Cadzand, 2;c(3.376275, 51.379298)
Westerschelde;Nieuwnamen Overloop van Valkenisse;nieuwnamen.overloopvanvalkenisse;Nieuwnamen Overloop van Valkenisse;c(4.136497, 51.369978)
Westerschelde;Terneuzen Pas van Terneuzen boei;terneuzen.pasvanterneuzen.1;Terneuzen Pas van Terneuzen boei;c(3.747208, 51.357777)
Westerschelde;Griete;griete;vh Overloop van Hansweert;c(3.919681, 51.372753)
Westerschelde;Gat van Borssele;gatvanborssele;Gat van Borssele;c(3.757884, 51.411393)
Westerschelde;Breskens, Veerhaven;breskens.veerhaven;Breskens, Veerhaven;c(3.550427, 51.403661)
Westerschelde;Westkapelle;westkapelle;Westkapelle;c(3.440031, 51.521448)
Westerschelde;Vlissingen;vlissingen;Vlissingen;c(3.6, 51.442)
Westerschelde;Terneuzen;terneuzen;Terneuzen;c(3.819812, 51.336212)
Westerschelde;Walsoorden;walsoorden;Walsoorden;c(4.026206, 51.398427)
Westerschelde;Schaar van de Noord;schaarvandenoord;Schaar van de Noord;c(4.164992, 51.377868)
Westerschelde;Borssele;borssele;Borssele;c(3.735446, 51.410924)
Westerschelde;Breskens, Handelshaven;breskens.handelshaven;Breskens, Handelshaven;c(3.565798, 51.396709)
Westerschelde;Rilland Bathse spuisluis buiten;rilland.bathsespuisluis.buiten;Rilland Bathse spuisluis buiten;c(4.234155, 51.39283)
Westerschelde;Terneuzen, boei WPT2;terneuzen.boeiwpt2;Terneuzen, boei WPT2;c(3.825365, 51.349682)
Westerschelde;Wielingen, oost;wielingen.oost;Wielingen, oost;c(3.503717, 51.420897)
Westerschelde;Hansweert, boei OHMG;hansweert.boeiohmg;Hansweert, boei OHMG;c(3.990671, 51.440034)
Wilhelminakanaal - Amertak;Oosterhout;oosterhout;Oosterhout;c(4.871365, 51.630371)
Wilhelminakanaal - Amertak;Haghorst Sluis 4 kolk;haghorst.sluis4.kolk;Haghorst Sluis 4 kolk;c(5.20772101, 51.49823098)
Wilhelminakanaal - Amertak;Oosterhout, Sluis 1, spuikanaal, klep rechts;oosterhout.sluis1.spuikanaal.kleprechts;Oosterhout, Sluis 1, spuikanaal, klep rechts;c(4.839742, 51.643003)
Wilhelminakanaal - Amertak;Tilburg Sluis 3 kolk;tilburg.sluis3.kolk;Tilburg Sluis 3 kolk;c(5.03554064, 51.58214439)
Wilhelminakanaal - Amertak;Oosterhout, Marksluis, inlaat;oosterhout.marksluis.inlaat;NettobalansIN;c(4.833494, 51.648139)
Wilhelminakanaal - Amertak;Oosterhout, Marksluis, uitlaat;oosterhout.marksluis.uitlaat;Schutten;c(4.833494, 51.648142)
Wilhelminakanaal - Amertak;Haghorst Sluis 4 schuif;haghorst.sluis4.schuif;Haghorst Sluis 4 schuif;c(5.20772101, 51.49823098)
Wilhelminakanaal - Amertak;Oosterhout, Sluis 1, uitlaat;oosterhout.sluis1.uitlaat;NettobalansUIT;c(4.839742, 51.643008)
Wilhelminakanaal - Amertak;Haghorst, Sluis 4, uitlaat;haghorst.sluis4.uitlaat;NettobalansUIT;c(5.207722, 51.498231)
Wilhelminakanaal - Amertak;Oosterhout, Sluis 1, gemaal;oosterhout.sluis1.gemaal;Malen;c(4.839742, 51.643014)
Wilhelminakanaal - Amertak;Lieshout, Donkersvoortseloop;lieshout.donkersvoortseloop;AA19;c(5.562284, 51.511872)
Wilhelminakanaal - Amertak;Oosterhout, Sluis 1, inlaat;oosterhout.sluis1.inlaat;NettobalansIN;c(4.839742, 51.643008)
Wilhelminakanaal - Amertak;Tilburg Sluis 3;tilburg.sluis3;Tilburg Sluis 3;c(5.03554064, 51.58214439)
Wilhelminakanaal - Amertak;Oosterhout, Sluis 1, kolk;oosterhout.sluis1.kolk;Schutten;c(4.839742, 51.643017)
Wilhelminakanaal - Amertak;Oosterhout, Sluis 1, spui;oosterhout.sluis1.spui;Spuien;c(4.839742, 51.643)
Wilhelminakanaal - Amertak;Dongen kanaal;dongen.kanaal;Donge aflaatwerk;c(4.92728, 51.62126)
Wilhelminakanaal - Amertak;Haghorst, sluis 4, boven;haghorst.sluis4.boven;Haghorst, sluis 4, boven;c(5.207719, 51.498219)
Wilhelminakanaal - Amertak;Haghorst, sluis 4, schuif1;haghorst.sluis4.schuif1;Haghorst, sluis 4, schuif1;c(5.207447, 51.497942)
Wilhelminakanaal - Amertak;Oosterhout, Marksluis, boven;oosterhout.marksluis.boven;Oosterhout, Marksluis, boven;c(4.833494, 51.648139)
Wilhelminakanaal - Amertak;Oosterhout, sluis 1, boven;oosterhout.sluis1.boven;Oosterhout, sluis 1, boven;c(4.83975, 51.643)
Wilhelminakanaal - Amertak;Tilburg, sluis 2, boven;tilburg.sluis2.boven;Tilburg, sluis 2, boven;c(4.9924, 51.59645)
Wilhelminakanaal - Amertak;Tilburg, sluis 2, beneden;tilburg.sluis2.beneden;Tilburg, sluis 2, beneden;c(4.9908, 51.59716)
Wilhelminakanaal - Amertak;Haghorst, sluis 4, beneden;haghorst.sluis4.beneden;Haghorst, sluis 4, beneden;c(5.206136, 51.498158)
Wilhelminakanaal - Amertak;Oosterhout, sluis 1, spuikanaal;oosterhout.sluis1.spuikanaal;Oosterhout, sluis 1, spuikanaal;c(4.8393, 51.644)
Wilhelminakanaal - Amertak;Tilburg, sluis 3, boven;tilburg.sluis3.boven;Tilburg, sluis 3, boven;c(5.036, 51.5816)
Wilhelminakanaal - Amertak;Tilburg, sluis 3, beneden;tilburg.sluis3.beneden;Tilburg, sluis 3, beneden;c(5.0324, 51.582)
Zuid-Willemsvaart (Brabantse tak);Poeldonk, Dungense Brug;poeldonk.dungensebrug;Poeldonk, Dungense Brug;c(5.368564, 51.680673)
Zuid-Willemsvaart (Brabantse tak);Veghel, Sluis 4, uitlaat;veghel.sluis4.uitlaat;NettobalansUIT;c(5.531564, 51.608553)
Zuid-Willemsvaart (Brabantse tak);Erp, Sluis 5, inlaat;erp.sluis5.inlaat;Spuien;c(5.58585, 51.577511)
Zuid-Willemsvaart (Brabantse tak);Beek en Donk, Sluis 6, inlaat;beekendonk.sluis6.inlaat;Spuien;c(5.630658, 51.539903)
Zuid-Willemsvaart (Brabantse tak);Helmond, sluis, boven;helmond.sluis.boven;Helmond, sluis, boven;c(5.693609, 51.44851)
Zuid-Willemsvaart (Brabantse tak);Schijndel sluis kolk;schijndel.sluis.kolk;Schijndel sluis kolk;c(5.44582047, 51.64834651)
Zuid-Willemsvaart (Brabantse tak);Helmond, spaarpand;helmond.spaarpand;Helmond, spaarpand;c(5.661485, 51.512634)
Zuid-Willemsvaart (Brabantse tak);Schijndel, sluis, inlaat;schijndel.sluis.inlaat;Spuien;c(5.443467, 51.648317)
Zuid-Willemsvaart (Brabantse tak);Beek en Donk, Sluis 6, uitlaat;beekendonk.sluis6.uitlaat;NettobalansUIT;c(5.630658, 51.539894)
Zuid-Willemsvaart (Brabantse tak);Erp, Sluis 5, uitlaat;erp.sluis5.uitlaat;NettobalansUIT;c(5.58585, 51.577506)
Zuid-Willemsvaart (Brabantse tak);Veghel, Sluis 4, inlaat;veghel.sluis4.inlaat;Spuien;c(5.531564, 51.608558)
Zuid-Willemsvaart (Brabantse tak);Beek En Donk Sluis6 kolk;beekendonk.sluis6.kolk;Beek En Donk Sluis6 kolk;c(5.63065851, 51.53989386)
Zuid-Willemsvaart (Brabantse tak);Helmond, Zuid-Willemsvaart, inlaat Nieuwe Aa;helmond.zuidwillemsvaart.inlaatnieuweaa;nettobalansuit;c(5.693592, 51.465297)
Zuid-Willemsvaart (Brabantse tak);Someren, sluis 13;someren.sluis13;ADM;c(5.7467, 51.3302)
Zuid-Willemsvaart (Brabantse tak);Schijndel;schijndel;Schijndel;c(5.443422, 51.648769)
Zuid-Willemsvaart (Brabantse tak);Aa, Helmond;aa.helmond;Aa, Helmond;c(5.682549, 51.488763)
Zuid-Willemsvaart (Brabantse tak);Aarle Rixtel, Schabbert, boven;aarlerixtel.schabbert.boven;Aarle Rixtel, Schabbert, boven;c(5.6542, 51.5205)
Zuid-Willemsvaart (Brabantse tak);Someren, sluis 11, boven;someren.sluis11.boven;Someren, sluis 11, boven;c(5.7277, 51.3953)
Zuid-Willemsvaart (Brabantse tak);Someren, sluis 12, boven;someren.sluis12.boven;Someren, sluis 12, boven;c(5.74345, 51.34945)
Zuid-Willemsvaart (Brabantse tak);Someren, sluis 12, beneden;someren.sluis12.beneden;Someren, sluis 12, beneden;c(5.74324, 51.3507)
Zuid-Willemsvaart (Brabantse tak);Beek en donk, sluis 6, boven;beekendonk.sluis6.boven;Beek en donk, sluis 6, boven;c(5.6343, 51.5369)
Zuid-Willemsvaart (Brabantse tak);Veghel, sluis 4, beneden;veghel.sluis4.beneden;Veghel, sluis 4, beneden;c(5.5306, 51.60915)
Zuid-Willemsvaart (Brabantse tak);Erp, sluis 5, boven;erp.sluis5.boven;Erp, sluis 5, boven;c(5.587317, 51.576461)
Zuid-Willemsvaart (Brabantse tak);Veghel, sluis 4, boven;veghel.sluis4.boven;Veghel, sluis 4, boven;c(5.5323, 51.60825)
Zuid-Willemsvaart (Brabantse tak);Beek en donk, sluis 6, beneden;beekendonk.sluis6.beneden;Beek en donk, sluis 6, beneden;c(5.633, 51.538)
Zuid-Willemsvaart (Brabantse tak);Someren, sluis 13, beneden;someren.sluis13.beneden;Someren, sluis 13, beneden;c(5.7466, 51.3309)
Zuid-Willemsvaart (Brabantse tak);Schijndel, sluis, beneden;schijndel.sluis.beneden;Schijndel, sluis, beneden;c(5.442469, 51.648831)
Zuid-Willemsvaart (Brabantse tak);Schijndel, sluis, boven;schijndel.sluis.boven;Schijndel, sluis, boven;c(5.445819, 51.648347)
Zuid-Willemsvaart (Brabantse tak);Someren, sluis 11, beneden;someren.sluis11.beneden;Someren, sluis 11, beneden;c(5.7264, 51.39615)
Zuid-Willemsvaart (Brabantse tak);Schijndel, sluis, spuikanaal;schijndel.sluis.spuikanaal;Schijndel, sluis, spuikanaal;c(5.443464, 51.648311)
Zuid-Willemsvaart (Brabantse tak);Someren, sluis 13, boven;someren.sluis13.boven;Someren, sluis 13, boven;c(5.7468, 51.3296)
Zuid-Willemsvaart (Brabantse tak);Erp, sluis 5, beneden;erp.sluis5.beneden;Erp, sluis 5, beneden;c(5.586153, 51.577442)
Zuid-Willemsvaart (Brabantse tak);Lierop, sluis 10, beneden;lierop.sluis10.beneden;Lierop, sluis 10, beneden;c(5.701031, 51.416914)
Zuid-Willemsvaart (Limburgse tak);Nederweert;nederweert;Nederweert;c(5.74975, 51.272393)
Zuid-Willemsvaart (Limburgse tak);Nederweert, Sluis 15, bypass;nederweert.sluis15.bypass;Nederweert, Sluis 15, bypass;c(5.751183, 51.272606)
Zuid-Willemsvaart (Limburgse tak);Nederweert, Sluis 15, voedingskanaal 1;nederweert.sluis15.voedingskanaal1;Nederweert, Sluis 15, voedingskanaal 1;c(5.751183, 51.272611)
Zuid-Willemsvaart (Limburgse tak);Nederweert, Sluis 15, inlaat;nederweert.sluis15.inlaat;Spuien;c(5.751183, 51.272625)
Zuid-Willemsvaart (Limburgse tak);Nederweert, Sluis 15, uitlaat;nederweert.sluis15.uitlaat;NettobalansUIT;c(5.751183, 51.272614)
Zuid-Willemsvaart (Limburgse tak);Nederweert, Sluis 15, voedingskanaal 2;nederweert.sluis15.voedingskanaal2;Nederweert, Sluis 15, voedingskanaal 2;c(5.751183, 51.272608)
Zuid-Willemsvaart (Limburgse tak);Weert, Lozen;weert.lozen;km 50;c(5.602491, 51.223141)
Zuid-Willemsvaart (Limburgse tak);Weert, sluis 16, beneden;weert.sluis16.beneden;Weert, sluis 16, beneden;c(5.669381, 51.245947)
Zuid-Willemsvaart (Limburgse tak);Weert, sluis 16, boven;weert.sluis16.boven;Weert, sluis 16, boven;c(5.666583, 51.245056)
Zuid-Willemsvaart (Limburgse tak);Nederweert, sluis 15, boven;nederweert.sluis15.boven;Nederweert, sluis 15, boven;c(5.7497, 51.2728)
Spui;Oud Beijerland, badstrand;oudbeijerland.badstrand;Oud Beijerland, badstrand;c(4.395771, 51.830109)
Spui;Spui Goudswaard;spuigoudswaard;Spui Goudswaard;c(4.27938, 51.803243)
Spui;Zuidland, Spui;zuidland.spui;Zuidland, Spui;c(4.282919, 51.80555)
Twentekanalen;Wiene;wiene;Wiene;c(6.650719, 52.240089)
Twentekanalen;Eefde, sluis, boven;eefde.sluis.boven;Eefde, sluis, boven;c(6.238, 52.161)
Twentekanalen;Enschede Vitens;enschedevitens;Enschede Vitens;c(6.833485, 52.236994)
Twentekanalen;Twenthekanaal, Hoofdkanaal km. 14.000;twenthekanaal.hoofdkanaalkm14p000;Exelsebrug;c(6.390405, 52.166707)
Twentekanalen;Delden Sint Annabrug kanaaldijk;delden.sintannabrug.kanaaldijk;Delden Sint Annabrug kanaaldijk;c(6.701179, 52.252104)
Twentekanalen;Twenthekanaal, Hoofdkanaal km. 28.100;twenthekanaal.hoofdkanaalkm28p100;Molenbeek;c(6.565323, 52.221655)
Twentekanalen;Markelo;markelo;voorheen Markelose brug;c(6.511601, 52.198063)
Twentekanalen;Almen;almen;Almen;c(6.28472, 52.165824)
Twentekanalen;Eefde, sluis, beneden;eefde.sluis.beneden;Eefde, sluis, beneden;c(6.22836, 52.159061)
Twentekanalen;Delden, sluis, beneden;delden.sluis.beneden;Delden, sluis, beneden;c(6.6754, 52.2457)
Twentekanalen;Hengelo, sluis, boven;hengelo.sluis.boven;Hengelo, sluis, boven;c(6.8064, 52.2459)
Twentekanalen;Hengelo, Oelerbrug;hengelo.oelerbrug;km 42.6;c(6.76734, 52.25037)
Twentekanalen;Hengelo, sluis, beneden;hengelo.sluis.beneden;Hengelo, sluis, beneden;c(6.802, 52.2464)
Twentekanalen;Delden, sluis, boven;delden.sluis.boven;Delden, sluis, boven;c(6.6793, 52.2472)
Twentekanalen;Aadorp;aadorp;Aadorp;c(6.6333, 52.3726)
Twentekanalen;Hengelo, Koppelleiding;hengelo.koppelleiding;Hengelo, Koppelleiding;c(6.801732, 52.246826)
Van Starkenborghkanaal;Grijpskerk Gaarkeuken oost;grijpskerk.gaarkeuken.oost;Grijpskerk Gaarkeuken oost;c(6.317575, 53.24909)
Van Starkenborghkanaal;Dorkwerd Reitdiep;dorkwerd.reitdiep;vh binnen;c(6.509171, 53.256512)
Van Starkenborghkanaal;Eibersburen;eibersburen;Eibersburen;c(6.252968, 53.24225)
Van Starkenborghkanaal;Grijpskerk Gaarkeuken west;grijpskerk.gaarkeuken.west;Grijpskerk Gaarkeuken west;c(6.305834, 53.247767)
Van Starkenborghkanaal;Groningen;groningen;Groningen;c(6.591879, 53.228119)
Veerse Meer;Veere, Bastionstrand;veere.bastionstrand;Veere, Bastionstrand;c(3.665099, 51.551055)
Veerse Meer;Kortgene, westbermweg, badstrand;kortgene.westbermweg.badstrand;Kortgene, westbermweg, badstrand;c(3.787712, 51.550326)
Veerse Meer;Kamperland, Sint Felixweg, badstrand;kamperland.sintfelixweg.badstrand;Kamperland, Sint Felixweg, badstrand;c(3.693537, 51.55219)
Veerse Meer;Veersegat, Dam, meerzijde, badstrand;veersegat.dam.meerzijde.badstrand;Veersegat, Dam, meerzijde, badstrand;c(3.628017, 51.583228)
Veerse Meer;De Piet, badstrand;depiet.badstrand;De Piet, badstrand;c(3.72634, 51.530635)
Veerse Meer;Oranjeplaat, badstrand;oranjeplaat.badstrand;Oranjeplaat, badstrand;c(3.706816, 51.51678)
Veerse Meer;Geersdijk badstrand;geersdijk.badstrand;Geersdijk badstrand;c(3.760963, 51.554766)
Veerse Meer;Kortgene paardekreek badstrand;kortgene.paardekreek.badstrand;Kortgene paardekreek badstrand;c(3.809462, 51.549776)
Veerse Meer;Schotsman Campensweg badstrand;schotsmancampenswegbadstrand;Schotsman Campensweg badstrand;c(3.649992, 51.574656)
Veerse Meer;Soelekerkepolder, oost;soelekerkepolder.oost;Soelekerkepolder, oost;c(3.730818, 51.542206)
Veerse Meer;Wolphaartsdijk, Schelphoek badstrand;wolphaartsdijk.schelphoekbadstrand;Wolphaartsdijk, Schelphoek badstrand;c(3.798573, 51.542428)
Veerse Meer;Kamperland, Schotsman;kamperland.schotsman;Kamperland, Schotsman;c(3.643279, 51.581616)
Veerse Meer;Arnemuiden Oranjeplaat;arnemuiden.oranjeplaat;Arnemuiden Oranjeplaat;c(3.70014, 51.51661)
Veerse Meer;Kamperland, Schotsman, Ruiterplaat;kamperland.schotsman.ruiterplaat;Kamperland, Schotsman, Ruiterplaat;c(3.643262, 51.581568)
Veerse Meer;Kats, Zandkreeksluis;kats.zandkreeksluis;voorheen buiten;c(3.865418, 51.543947)
Veerse Meer;Kats Zanskreekdam;kats.zandkreekdam;Kats Zanskreekdam;c(3.865703, 51.541981)
Veerse Meer;Kast Zanskreeksluis kolk1;kats.zandkreeksluis.kolk1;Kast Zanskreeksluis kolk1;c(3.862662, 51.543685)
Veerse Meer;Kats binnen;katsbinnen;Kats binnen;c(3.86283, 51.543733)
Voedingskanalen van de Zuid-Willemsvaart;Nederweert, sluis 15, voedingskanaal;nederweert.sluis15.voedingskanaal;Nederweert, sluis 15, voedingskanaal;c(5.7516, 51.27268)
Volkerak-Zoommeer;Steenbergen, Roosendaalsevliet;steenbergen.roosendaalsevliet;Steenbergen, Roosendaalsevliet;c(4.242284, 51.641197)
Volkerak-Zoommeer;Dinteloord, Volkerak;dinteloord.volkerak;Dinteloord, Volkerak;c(4.316483, 51.65291)
Volkerak-Zoommeer;Bruinisse Krammersluis Volkerak Noord;bruinisse.krammersluis.volkeraknoord;Bruinisse Krammersluis Volkerak Noord;c(4.16253, 51.661806)
Volkerak-Zoommeer;Bruinisse Krammersluis krammerput;bruinisse.krammersluis.krammerput;Bruinisse Krammersluis krammerput;c(4.186255, 51.666489)
Volkerak-Zoommeer;Bruinisse Krammersluis Volkerak Zuid;bruinisse.krammersluis.volkerakzuid;Bruinisse Krammersluis Volkerak Zuid;c(4.162606, 51.661332)
Volkerak-Zoommeer;Krammersluis volkerakzijde noord;bruinisse.krammersluis.volkerakzijdenoord;Krammersluis volkerakzijde noord;c(4.16253, 51.661806)
Volkerak-Zoommeer;Krammersluis volkerakzijde zuid;bruinisse.krammersluis.volkerakzijdezuid;Krammersluis volkerakzijde zuid;c(4.162606, 51.661332)
Volkerak-Zoommeer;Dinteloord, Volkerak, voorheen boei NV3;dinteloord.volkerak.voorheenboeinv3;Dinteloord, Volkerak, voorheen boei NV3;c(4.316622, 51.652966)
Volkerak-Zoommeer;Krammerput;krammerput;Krammerput;c(4.183083, 51.668111)
Vuile Gat;Hitsertse kade, badstrand;hitsertsekade.badstrand;Hitsertse kade, badstrand;c(4.368333, 51.736514)
Waal;De Bisonbaai;debisonbaai;De Bisonbaai;c(5.932841, 51.866931)
Waal;Bemmelse waard;bemmelsewaard;Bemmelse waard;c(5.8996, 51.881669)
Waal;Brakel;brakel;Andelse Maas;c(5.104336, 51.826764)
Waal;Dalem;dalem;voorheen Vuren;c(5.016527, 51.822)
Waal;Millingen a/d Rijn;millingenaanderijn;Millingen a/d Rijn;c(6.034838, 51.872957)
Waal;Tiel Sluis, Waal;tiel.sluis.waal;Tiel Sluis, Waal;c(5.456, 51.899)
Waal;Tiel, Waal;tiel.waal;Tiel, Waal;c(5.440687, 51.882384)
Waal;Nijmegen, Waal;nijmegen.waal;voorheen Nijmegen haven;c(5.854, 51.853)
Waal;Zaltbommel;zaltbommel;Zaltbommel;c(5.244645, 51.815154)
Waal;Dodewaard;dodewaard;Dodewaard;c(5.630518, 51.900512)
Waddenzee;Harlingen, Harlingerstrand;harlingen.harlingerstrand;Harlingen, Harlingerstrand;c(5.414661, 53.166818)
Waddenzee;Doove Balg, west;doovebalg.west;Doove Balg, west;c(5.032264, 53.052903)
Waddenzee;Dantziggat;dantziggat;Dantziggat;c(5.726981, 53.401137)
Waddenzee;Marsdiep, noord;marsdiep.noord;Marsdiep, noord;c(4.749934, 52.982538)
